battery_level,time_of_day,solar_efficiency,weather_multiplier,terrain_type,dist_to_mineral,dist_to_station,inventory_size,target_decision
9.465709693648463,19,0.2225209339563145,0.3,0,4,9,6,GO_TO_CHARGE
88.02354695859829,18,0.43388373911755823,0.5,0,1,4,0,CONTINUE_MINING
42.217446218405506,5,0.0,1.0,0,1,5,2,GO_TO_CHARGE
45.59240500705916,23,0.0,1.0,0,3,4,8,GO_TO_CHARGE
37.08189455980036,22,0.0,0.1,0,5,9,5,GO_TO_CHARGE
29.50453836875406,13,1.0,0.1,0,2,9,3,GO_TO_CHARGE
19.70186516281317,14,0.9749279121818236,0.8,0,2,6,8,GO_TO_CHARGE
67.04891672655961,0,0.0,0.2,0,5,2,4,CONTINUE_MINING
12.7042506694762,15,0.9009688679024191,0.5,0,3,10,6,GO_TO_CHARGE
61.79602684808282,1,0.0,0.8,0,7,12,0,CONTINUE_MINING
94.65992452308045,4,0.0,0.2,0,3,11,4,CONTINUE_MINING
70.48235304483835,12,0.9749279121818236,0.2,0,3,6,0,CONTINUE_MINING
93.81662978992792,16,0.7818314824680299,0.5,0,4,7,6,CONTINUE_MINING
72.95509377902586,8,0.4338837391175581,1.0,0,2,8,8,GO_TO_CHARGE
66.93190631319533,18,0.43388373911755823,0.8,0,4,6,3,CONTINUE_MINING
52.08662853657285,4,0.0,0.3,0,4,4,8,GO_TO_CHARGE
87.38552271566017,19,0.2225209339563145,1.0,0,3,10,1,CONTINUE_MINING
19.440800219602558,9,0.6234898018587335,0.5,0,3,11,5,GO_TO_CHARGE
95.76499689349023,17,0.6234898018587336,0.3,0,2,9,4,CONTINUE_MINING
28.131378424939566,4,0.0,1.0,0,8,9,6,GO_TO_CHARGE
65.69610979134876,13,1.0,0.1,0,5,4,3,CONTINUE_MINING
26.724570682917182,19,0.2225209339563145,0.1,0,4,4,0,GO_TO_CHARGE
80.83796971906713,18,0.43388373911755823,0.3,0,3,18,4,CONTINUE_MINING
8.419973765017762,6,0.0,0.1,0,2,5,5,GO_TO_CHARGE
59.63318149635041,20,1.2246467991473532e-16,0.3,0,3,6,0,GO_TO_CHARGE
86.52284130442051,9,0.6234898018587335,1.0,0,3,4,0,CONTINUE_MINING
51.186836965158726,16,0.7818314824680299,1.0,0,2,5,1,CONTINUE_MINING
11.288004104008422,14,0.9749279121818236,0.5,0,2,6,0,GO_TO_CHARGE
80.65146299250468,3,0.0,0.3,0,1,4,7,CONTINUE_MINING
69.31281718448392,14,0.9749279121818236,0.5,0,4,17,6,CONTINUE_MINING
81.98044809218614,14,0.9749279121818236,1.0,0,4,17,8,GO_TO_CHARGE
27.86185652691159,5,0.0,0.5,0,5,3,0,GO_TO_CHARGE
76.81282166101094,9,0.6234898018587335,0.3,0,3,8,6,CONTINUE_MINING
39.54300500690142,15,0.9009688679024191,0.3,0,3,8,7,GO_TO_CHARGE
8.987860038716832,23,0.0,1.0,0,5,8,7,GO_TO_CHARGE
8.826208368456554,17,0.6234898018587336,1.0,0,4,9,7,GO_TO_CHARGE
14.695455290033923,1,0.0,0.8,0,2,6,6,GO_TO_CHARGE
49.61812934696689,19,0.2225209339563145,0.3,0,4,8,7,GO_TO_CHARGE
41.594419915623476,7,0.2225209339563144,0.3,0,2,7,0,GO_TO_CHARGE
28.59675265017266,22,0.0,0.3,0,3,18,1,GO_TO_CHARGE
60.158636047581176,20,1.2246467991473532e-16,0.3,0,2,12,1,CONTINUE_MINING
18.74304430543102,9,0.6234898018587335,0.2,0,3,13,5,GO_TO_CHARGE
16.914217855930403,22,0.0,0.1,0,12,12,4,GO_TO_CHARGE
77.83217607222083,9,0.6234898018587335,0.8,0,1,5,4,CONTINUE_MINING
28.453970354497585,22,0.0,0.5,0,3,6,0,GO_TO_CHARGE
96.1162507623374,9,0.6234898018587335,0.3,0,4,3,3,CONTINUE_MINING
95.49134955733477,23,0.0,0.5,0,2,4,3,CONTINUE_MINING
11.899183353154918,9,0.6234898018587335,0.1,0,3,4,5,GO_TO_CHARGE
31.7792007559323,14,0.9749279121818236,1.0,0,9,18,3,GO_TO_CHARGE
54.742818619452464,11,0.9009688679024191,0.3,0,1,2,5,GO_TO_CHARGE
93.15992727695173,13,1.0,0.8,0,5,11,2,CONTINUE_MINING
5.555931571618559,9,0.6234898018587335,0.5,0,5,10,6,GO_TO_CHARGE
36.970867013245964,18,0.43388373911755823,0.3,0,6,8,4,GO_TO_CHARGE
98.35466409450584,15,0.9009688679024191,1.0,0,6,11,3,CONTINUE_MINING
34.5924168905639,10,0.7818314824680298,0.3,0,2,1,2,GO_TO_CHARGE
90.00502972713386,1,0.0,0.2,0,6,19,8,GO_TO_CHARGE
88.39945565442022,7,0.2225209339563144,0.3,0,4,8,4,CONTINUE_MINING
13.155628109535904,10,0.7818314824680298,0.8,0,1,4,5,GO_TO_CHARGE
20.627999765214067,23,0.0,0.1,0,3,17,4,GO_TO_CHARGE
88.57038873310518,5,0.0,0.8,0,5,1,8,GO_TO_CHARGE
93.76889158844352,13,1.0,0.8,0,5,8,5,CONTINUE_MINING
67.05495716185887,21,0.0,0.1,0,2,5,3,CONTINUE_MINING
8.01033881552275,22,0.0,0.5,0,1,8,5,GO_TO_CHARGE
89.63789380429625,22,0.0,0.2,0,6,5,2,CONTINUE_MINING
42.587945757120174,3,0.0,0.1,0,3,12,4,GO_TO_CHARGE
85.53179710329219,8,0.4338837391175581,0.2,0,5,9,3,CONTINUE_MINING
45.13407013246348,20,1.2246467991473532e-16,1.0,0,1,3,0,GO_TO_CHARGE
72.07157658873305,8,0.4338837391175581,0.5,0,6,4,3,CONTINUE_MINING
27.71815214670353,17,0.6234898018587336,0.3,0,4,6,5,GO_TO_CHARGE
75.19369605820897,14,0.9749279121818236,0.1,0,1,7,8,GO_TO_CHARGE
74.14582327595343,16,0.7818314824680299,0.5,0,2,12,6,CONTINUE_MINING
90.01346271498639,20,1.2246467991473532e-16,0.3,0,3,3,5,CONTINUE_MINING
70.09444098316675,6,0.0,0.5,0,3,6,2,CONTINUE_MINING
78.81266560497835,1,0.0,0.1,0,5,8,1,CONTINUE_MINING
94.24186505266346,16,0.7818314824680299,0.5,0,3,5,3,CONTINUE_MINING
15.33044676423425,7,0.2225209339563144,0.3,0,2,7,6,GO_TO_CHARGE
79.63851414434399,19,0.2225209339563145,0.2,0,3,8,1,CONTINUE_MINING
21.445139240229288,6,0.0,0.3,0,1,4,3,GO_TO_CHARGE
45.7701652496861,13,1.0,0.1,0,4,12,8,GO_TO_CHARGE
79.44990685179025,4,0.0,0.3,0,1,9,7,CONTINUE_MINING
52.49037786318111,11,0.9009688679024191,1.0,0,2,5,8,GO_TO_CHARGE
66.24027982814124,12,0.9749279121818236,0.5,0,4,14,1,CONTINUE_MINING
90.715273711187,2,0.0,0.8,0,3,9,8,GO_TO_CHARGE
58.01030104201772,5,0.0,0.5,0,3,4,5,GO_TO_CHARGE
10.317435445172782,12,0.9749279121818236,0.1,0,3,8,2,GO_TO_CHARGE
86.27530443159371,5,0.0,0.5,0,1,1,0,CONTINUE_MINING
37.679285433051604,13,1.0,1.0,0,3,10,7,CONTINUE_MINING
5.025926004612005,7,0.2225209339563144,0.1,0,3,15,7,GO_TO_CHARGE
65.57401303628234,10,0.7818314824680298,0.1,0,4,2,4,CONTINUE_MINING
38.215463737427854,23,0.0,0.8,0,4,8,8,GO_TO_CHARGE
96.52141966355947,7,0.2225209339563144,0.3,0,2,11,7,CONTINUE_MINING
20.26354055471058,11,0.9009688679024191,0.1,0,2,14,4,GO_TO_CHARGE
33.50135437088145,10,0.7818314824680298,0.3,0,2,7,8,GO_TO_CHARGE
16.311111583356357,9,0.6234898018587335,0.3,0,5,6,7,GO_TO_CHARGE
50.23876327138491,10,0.7818314824680298,0.8,0,1,3,5,CONTINUE_MINING
27.190116113647612,3,0.0,0.5,0,6,9,8,GO_TO_CHARGE
72.33558865118921,22,0.0,0.5,0,3,11,5,CONTINUE_MINING
17.296190346666442,16,0.7818314824680299,0.3,0,4,12,4,GO_TO_CHARGE
45.886413615020786,4,0.0,0.1,0,4,8,8,GO_TO_CHARGE
75.5120684135911,17,0.6234898018587336,0.5,0,3,10,1,CONTINUE_MINING
85.76408365054347,9,0.6234898018587335,1.0,0,5,3,5,CONTINUE_MINING
87.09681244985242,15,0.9009688679024191,0.3,0,6,4,2,CONTINUE_MINING
59.58727731977216,14,0.9749279121818236,0.5,0,2,16,6,GO_TO_CHARGE
35.34906978035892,6,0.0,0.5,0,3,7,8,GO_TO_CHARGE
33.616444076025104,5,0.0,0.5,0,4,4,8,GO_TO_CHARGE
22.476083046527126,17,0.6234898018587336,0.1,0,4,4,7,GO_TO_CHARGE
45.6297887695334,3,0.0,0.1,0,4,5,5,GO_TO_CHARGE
89.57423787320283,8,0.4338837391175581,0.5,0,6,9,5,CONTINUE_MINING
98.39100852903432,9,0.6234898018587335,0.1,0,5,5,4,CONTINUE_MINING
89.3627179652615,5,0.0,0.8,0,7,6,3,CONTINUE_MINING
93.16737836223145,2,0.0,0.2,0,5,13,4,CONTINUE_MINING
57.394622097161715,6,0.0,0.3,0,4,11,3,GO_TO_CHARGE
87.99906218427755,2,0.0,1.0,0,3,12,6,CONTINUE_MINING
31.62782933945433,12,0.9749279121818236,0.3,0,3,3,6,GO_TO_CHARGE
56.73659851298908,8,0.4338837391175581,1.0,0,4,10,6,CONTINUE_MINING
53.240142120741844,2,0.0,0.5,0,4,10,3,GO_TO_CHARGE
17.844693773599964,8,0.4338837391175581,0.3,0,2,4,5,GO_TO_CHARGE
46.07753802907702,2,0.0,0.1,0,1,22,2,GO_TO_CHARGE
57.400681224470645,11,0.9009688679024191,0.2,0,2,15,6,GO_TO_CHARGE
28.977029876725336,2,0.0,1.0,0,6,15,5,GO_TO_CHARGE
6.0086049620964,11,0.9009688679024191,0.2,0,8,4,5,GO_TO_CHARGE
68.2443745986137,17,0.6234898018587336,0.8,0,1,11,5,CONTINUE_MINING
36.62396417890752,5,0.0,0.8,0,1,3,2,GO_TO_CHARGE
38.041842268551875,21,0.0,0.8,0,8,8,4,GO_TO_CHARGE
24.609750038538714,0,0.0,0.3,0,7,18,1,GO_TO_CHARGE
28.742717037948477,18,0.43388373911755823,0.2,0,5,1,8,GO_TO_CHARGE
37.157720965706105,15,0.9009688679024191,0.8,0,5,5,7,CONTINUE_MINING
88.5157005868436,13,1.0,0.8,0,5,4,6,CONTINUE_MINING
66.29471143893244,20,1.2246467991473532e-16,0.1,0,3,8,5,CONTINUE_MINING
35.89735797291168,11,0.9009688679024191,0.2,0,5,9,5,GO_TO_CHARGE
61.24013039969278,21,0.0,0.8,0,4,9,1,CONTINUE_MINING
10.339203802643006,18,0.43388373911755823,0.3,0,3,12,5,GO_TO_CHARGE
73.6458475670972,16,0.7818314824680299,1.0,0,2,12,0,CONTINUE_MINING
69.06609138042855,4,0.0,1.0,0,1,13,8,GO_TO_CHARGE
89.45951237753515,10,0.7818314824680298,1.0,0,4,15,8,GO_TO_CHARGE
54.067551685046546,10,0.7818314824680298,0.3,0,3,10,5,GO_TO_CHARGE
79.9247595013497,13,1.0,0.1,0,6,11,1,CONTINUE_MINING
28.27587284591308,4,0.0,0.5,0,5,12,8,GO_TO_CHARGE
10.2347615528599,2,0.0,0.3,0,6,3,4,GO_TO_CHARGE
56.185579509444246,23,0.0,0.8,0,2,4,8,GO_TO_CHARGE
96.38589142152821,10,0.7818314824680298,1.0,0,2,5,4,CONTINUE_MINING
81.18812585317532,22,0.0,0.8,0,5,5,1,CONTINUE_MINING
9.376174701150937,19,0.2225209339563145,1.0,0,1,18,7,GO_TO_CHARGE
7.010133488197858,9,0.6234898018587335,0.8,0,1,11,4,GO_TO_CHARGE
51.61455815082785,9,0.6234898018587335,0.8,0,8,8,5,CONTINUE_MINING
41.868214978685565,12,0.9749279121818236,0.3,0,6,10,5,GO_TO_CHARGE
36.94855749514541,9,0.6234898018587335,0.1,0,3,12,8,GO_TO_CHARGE
20.973718978142237,11,0.9009688679024191,0.8,0,4,8,8,GO_TO_CHARGE
89.38587738015411,10,0.7818314824680298,0.1,0,4,5,0,CONTINUE_MINING
80.37257715320185,20,1.2246467991473532e-16,0.1,0,6,14,6,CONTINUE_MINING
92.45010095075538,3,0.0,1.0,0,4,6,8,GO_TO_CHARGE
66.93022769520829,8,0.4338837391175581,0.5,0,3,15,4,CONTINUE_MINING
94.77998919324466,5,0.0,0.2,0,1,6,5,CONTINUE_MINING
47.42548024711108,9,0.6234898018587335,0.2,0,3,11,6,GO_TO_CHARGE
40.08116115250335,4,0.0,0.1,0,5,16,6,GO_TO_CHARGE
62.30431615846125,12,0.9749279121818236,0.5,0,3,2,8,GO_TO_CHARGE
27.62560866888266,11,0.9009688679024191,0.5,0,1,10,3,GO_TO_CHARGE
59.0710551905395,4,0.0,0.3,0,3,7,7,GO_TO_CHARGE
94.99250308868601,2,0.0,1.0,0,1,18,4,CONTINUE_MINING
37.160385773471035,4,0.0,1.0,0,5,7,1,GO_TO_CHARGE
5.4898915243404875,2,0.0,0.3,0,2,7,2,GO_TO_CHARGE
8.27153624182474,7,0.2225209339563144,0.8,0,8,18,2,GO_TO_CHARGE
72.97353391687895,8,0.4338837391175581,0.8,0,2,13,2,CONTINUE_MINING
75.05753033553866,7,0.2225209339563144,0.5,0,6,6,0,CONTINUE_MINING
91.12219799020616,0,0.0,1.0,0,3,3,1,CONTINUE_MINING
31.605296784742354,0,0.0,0.3,0,1,7,7,GO_TO_CHARGE
96.24057533152964,21,0.0,0.3,0,4,5,1,CONTINUE_MINING
25.369450200092267,18,0.43388373911755823,1.0,0,7,7,2,GO_TO_CHARGE
25.142675085342518,5,0.0,0.2,0,2,12,4,GO_TO_CHARGE
10.407665544888046,8,0.4338837391175581,0.8,0,1,14,3,GO_TO_CHARGE
64.44907649786136,8,0.4338837391175581,1.0,0,4,9,2,CONTINUE_MINING
12.20423166627924,7,0.2225209339563144,0.5,0,7,4,8,GO_TO_CHARGE
82.83435286548797,10,0.7818314824680298,0.5,0,4,2,1,CONTINUE_MINING
44.60243652416374,8,0.4338837391175581,0.2,0,4,6,0,GO_TO_CHARGE
43.94214588499648,16,0.7818314824680299,0.2,0,4,7,4,GO_TO_CHARGE
53.53270679885788,10,0.7818314824680298,0.2,0,6,9,2,GO_TO_CHARGE
34.56593465647033,11,0.9009688679024191,0.2,0,1,1,1,GO_TO_CHARGE
15.332569412319755,17,0.6234898018587336,0.5,0,3,10,0,GO_TO_CHARGE
49.86168692522271,1,0.0,0.5,0,7,3,7,GO_TO_CHARGE
37.2974821849486,13,1.0,0.8,0,2,15,5,GO_TO_CHARGE
70.39333989619853,11,0.9009688679024191,0.1,0,1,14,8,GO_TO_CHARGE
63.295028351509934,23,0.0,0.1,0,5,1,7,CONTINUE_MINING
69.24851472419756,14,0.9749279121818236,0.3,0,2,12,4,CONTINUE_MINING
38.2665394397583,9,0.6234898018587335,0.8,0,3,9,4,CONTINUE_MINING
47.219018244015174,19,0.2225209339563145,0.8,0,2,1,3,GO_TO_CHARGE
84.81792580905451,13,1.0,0.3,0,2,15,3,CONTINUE_MINING
63.31805830510573,2,0.0,0.8,0,3,5,1,CONTINUE_MINING
10.11695283222532,21,0.0,0.5,0,1,7,4,GO_TO_CHARGE
37.83012670394007,2,0.0,0.3,0,1,15,5,GO_TO_CHARGE
12.065544829034828,9,0.6234898018587335,0.3,0,5,3,8,GO_TO_CHARGE
67.09509451435673,21,0.0,0.2,0,7,7,3,CONTINUE_MINING
28.95318020851459,17,0.6234898018587336,1.0,0,4,8,5,GO_TO_CHARGE
30.080136776582595,11,0.9009688679024191,1.0,0,3,3,6,CONTINUE_MINING
46.07032800817651,20,1.2246467991473532e-16,1.0,0,5,4,4,GO_TO_CHARGE
31.35757938528258,14,0.9749279121818236,0.3,0,9,2,7,GO_TO_CHARGE
88.9678105342065,15,0.9009688679024191,0.8,0,7,12,3,CONTINUE_MINING
42.186683874349,22,0.0,0.5,0,2,7,4,GO_TO_CHARGE
37.37745238517163,0,0.0,0.3,0,5,7,1,GO_TO_CHARGE
39.02615745969698,15,0.9009688679024191,0.3,0,2,10,0,GO_TO_CHARGE
10.085002107141726,6,0.0,0.8,0,5,7,4,GO_TO_CHARGE
24.393699263648934,12,0.9749279121818236,0.8,0,1,4,1,CONTINUE_MINING
75.38532884599242,14,0.9749279121818236,0.2,0,1,14,7,CONTINUE_MINING
7.775475908405377,17,0.6234898018587336,0.5,0,1,11,2,GO_TO_CHARGE
13.20569704348711,9,0.6234898018587335,0.2,0,4,9,0,GO_TO_CHARGE
82.87169946453649,7,0.2225209339563144,1.0,0,3,1,6,CONTINUE_MINING
94.87379215000128,1,0.0,0.5,0,2,8,3,CONTINUE_MINING
8.932316663652651,20,1.2246467991473532e-16,0.2,0,8,1,0,GO_TO_CHARGE
32.122181639702376,13,1.0,0.5,0,1,3,8,GO_TO_CHARGE
55.35858968547034,20,1.2246467991473532e-16,0.2,0,3,21,1,GO_TO_CHARGE
88.46356651357142,9,0.6234898018587335,0.8,0,4,9,3,CONTINUE_MINING
48.79725503469049,1,0.0,0.2,0,3,17,4,GO_TO_CHARGE
10.881086576226132,5,0.0,1.0,0,1,5,4,GO_TO_CHARGE
6.6320474828079625,9,0.6234898018587335,1.0,0,2,12,5,GO_TO_CHARGE
57.093403960500815,14,0.9749279121818236,0.1,0,7,4,0,GO_TO_CHARGE
31.344474693609726,14,0.9749279121818236,0.5,0,6,7,4,GO_TO_CHARGE
42.4654477645383,1,0.0,0.3,0,5,14,4,GO_TO_CHARGE
63.014812481527215,22,0.0,0.2,0,7,11,7,CONTINUE_MINING
25.40892380355149,20,1.2246467991473532e-16,1.0,0,4,4,3,GO_TO_CHARGE
40.98559022529671,19,0.2225209339563145,0.3,0,5,9,7,GO_TO_CHARGE
75.44737721247877,17,0.6234898018587336,0.3,0,5,5,5,CONTINUE_MINING
8.2981404711444,18,0.43388373911755823,0.3,0,3,11,2,GO_TO_CHARGE
33.48562885918433,20,1.2246467991473532e-16,1.0,0,8,1,1,GO_TO_CHARGE
22.65344748120852,7,0.2225209339563144,0.5,0,3,7,8,GO_TO_CHARGE
98.92076254781566,9,0.6234898018587335,0.1,0,6,5,3,CONTINUE_MINING
23.149123154861158,16,0.7818314824680299,0.1,0,6,5,4,GO_TO_CHARGE
96.69816069158131,4,0.0,0.5,0,3,4,1,CONTINUE_MINING
41.03239657968046,14,0.9749279121818236,0.3,0,4,9,3,GO_TO_CHARGE
95.25760099595219,18,0.43388373911755823,0.8,0,5,15,7,CONTINUE_MINING
46.161646492300946,14,0.9749279121818236,1.0,0,2,5,7,CONTINUE_MINING
82.15813392166956,2,0.0,0.3,0,3,6,7,CONTINUE_MINING
97.97034395698418,16,0.7818314824680299,1.0,0,2,7,7,CONTINUE_MINING
73.81527724032594,9,0.6234898018587335,0.1,0,1,9,0,CONTINUE_MINING
88.36240971268161,8,0.4338837391175581,0.1,0,5,12,6,CONTINUE_MINING
29.14431830487511,19,0.2225209339563145,0.2,0,7,12,1,GO_TO_CHARGE
78.76707166435858,4,0.0,0.3,0,4,3,6,CONTINUE_MINING
63.08180993791906,18,0.43388373911755823,0.8,0,2,13,8,GO_TO_CHARGE
28.962235408939353,4,0.0,0.1,0,4,9,2,GO_TO_CHARGE
29.5824501876624,18,0.43388373911755823,0.1,0,5,3,2,GO_TO_CHARGE
95.28459010024983,0,0.0,1.0,0,4,11,3,CONTINUE_MINING
74.94667570305975,13,1.0,0.8,0,1,12,5,CONTINUE_MINING
63.324654869775706,0,0.0,0.3,0,2,10,2,CONTINUE_MINING
79.58095954480041,2,0.0,0.2,0,6,5,3,CONTINUE_MINING
74.56599423041541,16,0.7818314824680299,0.2,0,2,8,4,CONTINUE_MINING
47.151337969787846,22,0.0,0.3,0,4,14,0,GO_TO_CHARGE
89.89094326405397,8,0.4338837391175581,0.3,0,3,17,5,CONTINUE_MINING
30.323688701993124,9,0.6234898018587335,0.5,0,5,7,1,GO_TO_CHARGE
18.26875047528645,20,1.2246467991473532e-16,0.1,0,1,15,3,GO_TO_CHARGE
32.47415117276163,22,0.0,0.3,0,5,7,7,GO_TO_CHARGE
71.41392895250166,2,0.0,0.5,0,1,15,3,CONTINUE_MINING
5.1651491017550315,17,0.6234898018587336,0.1,0,3,7,5,GO_TO_CHARGE
63.05430417474517,13,1.0,0.2,0,2,5,2,CONTINUE_MINING
74.99535237417288,5,0.0,1.0,0,4,13,2,CONTINUE_MINING
65.44838292463109,14,0.9749279121818236,1.0,0,3,13,0,CONTINUE_MINING
79.63970687208386,7,0.2225209339563144,0.8,0,5,9,1,CONTINUE_MINING
99.30519700707282,7,0.2225209339563144,0.5,0,3,6,1,CONTINUE_MINING
34.49576639780589,6,0.0,0.5,0,3,3,2,GO_TO_CHARGE
