battery_level,time_of_day,solar_efficiency,weather_multiplier,terrain_type,dist_to_mineral,dist_to_station,inventory_fill_ratio,target_decision
20.689185355918013,14,0.9749279121818236,0.5,0,3,1,0.357,GO_TO_CHARGE
64.39305182568667,4,0.0,0.5,1,1,9,0.907,CONTINUE_MINING
44.7737167356965,23,0.0,0.3,0,2,4,0.704,GO_TO_CHARGE
37.06337502678949,21,0.0,0.2,0,4,10,0.4,GO_TO_CHARGE
66.43226190353074,6,0.0,0.5,0,1,4,0.542,CONTINUE_MINING
65.67038467003421,3,0.0,0.2,0,7,2,0.35,CONTINUE_MINING
91.4895136013173,23,0.0,0.1,0,1,8,0.313,CONTINUE_MINING
25.01820169407353,5,0.0,0.3,0,5,14,0.26,GO_TO_CHARGE
32.35299324296814,4,0.0,0.8,1,2,18,0.263,GO_TO_CHARGE
26.580352628425587,14,0.9749279121818236,0.8,0,5,13,0.153,GO_TO_CHARGE
16.482424684015374,23,0.0,0.2,0,0,10,0.313,GO_TO_CHARGE
17.316263027269798,11,0.9009688679024191,0.8,1,5,11,0.157,GO_TO_CHARGE
41.87180213781661,3,0.0,1.0,0,1,8,0.664,GO_TO_CHARGE
58.285667882533964,16,0.7818314824680299,0.1,0,6,7,0.844,GO_TO_CHARGE
7.390403918260271,4,0.0,0.2,1,6,16,0.433,GO_TO_CHARGE
17.622519422306198,5,0.0,0.8,0,5,4,0.125,GO_TO_CHARGE
12.57687513058661,12,0.9749279121818236,0.5,0,1,18,0.094,GO_TO_CHARGE
63.157529488657595,14,0.9749279121818236,0.1,0,1,1,0.646,CONTINUE_MINING
67.29205999005441,22,0.0,0.5,0,6,17,0.097,GO_TO_CHARGE
62.689946882267066,6,0.0,0.8,0,1,11,0.327,CONTINUE_MINING
9.27468468584937,5,0.0,0.8,0,3,8,0.86,GO_TO_CHARGE
88.3204635186263,6,0.0,0.5,0,7,10,0.708,CONTINUE_MINING
47.79212199796521,18,0.43388373911755823,0.3,0,2,4,0.069,GO_TO_CHARGE
68.29640406578056,10,0.7818314824680298,1.0,0,10,2,0.408,CONTINUE_MINING
21.551285926116957,17,0.6234898018587336,1.0,0,4,3,0.022,GO_TO_CHARGE
45.004436260044876,17,0.6234898018587336,0.1,1,7,10,0.673,GO_TO_CHARGE
6.832402846616661,7,0.2225209339563144,0.3,0,3,0,0.057,GO_TO_CHARGE
97.66992421827462,1,0.0,0.5,0,2,8,0.457,CONTINUE_MINING
96.97789337048451,2,0.0,0.5,1,4,3,0.543,CONTINUE_MINING
12.147801347326272,0,0.0,0.1,1,7,8,0.198,GO_TO_CHARGE
57.820175685841164,22,0.0,1.0,1,7,13,0.492,GO_TO_CHARGE
83.06597445565697,13,1.0,0.1,1,1,11,0.024,CONTINUE_MINING
36.34904957342968,20,1.2246467991473532e-16,0.1,1,2,6,0.679,GO_TO_CHARGE
68.99281835586879,11,0.9009688679024191,0.8,0,7,11,0.544,CONTINUE_MINING
18.873879715098305,6,0.0,1.0,0,9,18,0.557,GO_TO_CHARGE
58.322733976646134,18,0.43388373911755823,0.1,0,2,3,0.468,GO_TO_CHARGE
40.21040297337834,10,0.7818314824680298,0.5,0,1,6,0.329,GO_TO_CHARGE
25.51222400246828,10,0.7818314824680298,0.1,1,5,9,0.585,GO_TO_CHARGE
37.86461827769923,3,0.0,0.1,1,5,8,0.025,GO_TO_CHARGE
86.55466599095125,20,1.2246467991473532e-16,0.5,0,4,8,0.753,CONTINUE_MINING
92.48573149841145,15,0.9009688679024191,0.2,1,4,4,0.258,CONTINUE_MINING
6.510982981979706,6,0.0,0.1,1,5,5,0.818,GO_TO_CHARGE
64.5200886181174,5,0.0,1.0,0,3,7,0.239,CONTINUE_MINING
19.086013076364154,19,0.2225209339563145,0.8,0,6,13,0.166,GO_TO_CHARGE
73.32358734133129,23,0.0,0.8,0,1,8,0.702,CONTINUE_MINING
38.774778916014654,13,1.0,0.5,1,3,14,0.707,GO_TO_CHARGE
59.50418865280446,7,0.2225209339563144,1.0,1,4,4,0.479,CONTINUE_MINING
68.85488598315888,2,0.0,0.2,1,9,9,0.319,CONTINUE_MINING
39.42665021804351,14,0.9749279121818236,0.3,0,5,10,0.204,GO_TO_CHARGE
56.9563038347017,17,0.6234898018587336,0.1,0,4,13,0.958,GO_TO_CHARGE
62.75387183346188,15,0.9009688679024191,1.0,0,4,7,0.233,CONTINUE_MINING
60.10963964512727,17,0.6234898018587336,0.8,0,8,10,0.812,CONTINUE_MINING
13.76239401601408,6,0.0,0.5,0,4,9,0.025,GO_TO_CHARGE
92.43535084152059,9,0.6234898018587335,0.8,0,7,8,0.7,CONTINUE_MINING
35.19719831213279,5,0.0,1.0,1,3,5,0.105,GO_TO_CHARGE
95.73464240628573,10,0.7818314824680298,0.8,0,1,11,0.667,CONTINUE_MINING
65.69933131002516,0,0.0,0.8,1,1,11,0.375,CONTINUE_MINING
25.125409286918263,23,0.0,0.3,1,2,7,0.206,GO_TO_CHARGE
53.25908693465069,15,0.9009688679024191,0.8,1,3,11,0.124,GO_TO_CHARGE
86.50930243375393,0,0.0,1.0,0,3,12,0.24,CONTINUE_MINING
52.88098581010323,20,1.2246467991473532e-16,0.5,0,6,7,0.151,GO_TO_CHARGE
78.27165907117984,5,0.0,0.2,0,1,5,0.661,CONTINUE_MINING
86.57230817424521,14,0.9749279121818236,0.2,0,1,6,0.774,CONTINUE_MINING
99.67760860640165,23,0.0,0.2,1,2,11,0.48,CONTINUE_MINING
22.425047920367405,14,0.9749279121818236,0.2,0,7,6,0.806,GO_TO_CHARGE
68.93607600167118,17,0.6234898018587336,0.2,0,3,5,0.827,CONTINUE_MINING
82.54703328634272,18,0.43388373911755823,0.8,1,2,9,0.291,CONTINUE_MINING
22.282824235128295,15,0.9009688679024191,0.3,0,2,12,0.764,GO_TO_CHARGE
83.39828837359084,20,1.2246467991473532e-16,0.3,1,3,7,0.645,CONTINUE_MINING
17.81847710319632,16,0.7818314824680299,0.8,1,3,6,0.353,GO_TO_CHARGE
53.02454640743679,14,0.9749279121818236,0.8,1,2,6,0.551,CONTINUE_MINING
21.266453750723993,9,0.6234898018587335,0.8,0,7,5,0.901,GO_TO_CHARGE
23.623581714811362,4,0.0,0.1,1,8,4,0.787,GO_TO_CHARGE
83.08980944513033,13,1.0,0.3,0,0,10,0.331,CONTINUE_MINING
16.685385842770902,17,0.6234898018587336,0.5,0,1,2,0.273,GO_TO_CHARGE
48.919447787646405,9,0.6234898018587335,1.0,0,6,9,0.335,GO_TO_CHARGE
84.32223488081031,1,0.0,0.3,0,3,5,0.912,CONTINUE_MINING
98.12197592197695,20,1.2246467991473532e-16,0.3,1,4,10,0.029,CONTINUE_MINING
79.22502707729586,5,0.0,0.3,0,8,5,0.283,CONTINUE_MINING
55.7165693732831,21,0.0,1.0,0,7,5,0.298,CONTINUE_MINING
76.68431212607204,12,0.9749279121818236,0.3,1,3,6,0.976,GO_TO_CHARGE
98.98521743902504,7,0.2225209339563144,0.5,1,7,4,0.435,CONTINUE_MINING
88.29243976387484,7,0.2225209339563144,0.2,0,1,18,0.458,CONTINUE_MINING
18.936709662601345,16,0.7818314824680299,0.5,0,1,16,0.245,GO_TO_CHARGE
14.737286179565029,22,0.0,0.8,1,4,11,0.711,GO_TO_CHARGE
56.994943673140206,23,0.0,0.3,0,2,4,0.048,GO_TO_CHARGE
31.24813334453321,23,0.0,0.2,1,4,4,0.707,GO_TO_CHARGE
63.448600527650726,6,0.0,0.8,1,4,10,0.065,CONTINUE_MINING
15.377171713581463,1,0.0,0.5,0,3,8,0.951,GO_TO_CHARGE
27.860658759092082,20,1.2246467991473532e-16,0.2,0,5,17,0.162,GO_TO_CHARGE
92.59883585791556,6,0.0,1.0,1,3,5,0.284,CONTINUE_MINING
9.894511801498922,6,0.0,0.2,1,5,1,0.223,GO_TO_CHARGE
50.64660992019958,12,0.9749279121818236,0.3,0,4,10,0.466,GO_TO_CHARGE
95.08925709015568,3,0.0,0.8,1,5,5,0.777,CONTINUE_MINING
42.67232381457128,19,0.2225209339563145,0.5,1,5,4,0.191,GO_TO_CHARGE
99.89973470350566,14,0.9749279121818236,1.0,1,2,9,0.08,CONTINUE_MINING
32.80192325610028,23,0.0,0.5,1,3,1,0.818,GO_TO_CHARGE
74.21388530201241,6,0.0,0.1,0,4,7,0.467,CONTINUE_MINING
5.115269237888398,16,0.7818314824680299,0.3,0,0,2,0.116,GO_TO_CHARGE
40.29953681665766,13,1.0,0.8,0,3,10,0.006,GO_TO_CHARGE
74.08376250353506,22,0.0,0.5,1,3,8,0.901,CONTINUE_MINING
28.16773387867321,10,0.7818314824680298,0.2,0,2,9,0.391,GO_TO_CHARGE
80.94860264798852,8,0.4338837391175581,0.5,1,2,7,0.26,CONTINUE_MINING
93.07526729053309,14,0.9749279121818236,0.5,1,3,5,0.341,CONTINUE_MINING
8.954065044510104,18,0.43388373911755823,0.1,1,1,19,0.244,GO_TO_CHARGE
83.94946480685734,4,0.0,0.8,0,1,8,0.923,CONTINUE_MINING
65.88240210399968,4,0.0,0.3,1,2,20,0.36,GO_TO_CHARGE
89.54231610935632,13,1.0,0.3,1,5,12,0.765,CONTINUE_MINING
91.56480633639329,22,0.0,0.5,0,4,8,0.044,CONTINUE_MINING
35.282323116957585,23,0.0,0.5,0,3,19,0.816,GO_TO_CHARGE
7.709455102313628,11,0.9009688679024191,0.8,0,4,5,0.255,GO_TO_CHARGE
62.684164532635144,7,0.2225209339563144,0.2,0,2,7,0.981,GO_TO_CHARGE
90.4812445939393,7,0.2225209339563144,0.3,0,12,3,0.224,CONTINUE_MINING
38.91762673528107,5,0.0,1.0,0,3,7,0.024,GO_TO_CHARGE
51.28760942442967,0,0.0,0.3,0,2,14,0.875,GO_TO_CHARGE
96.55665510379163,1,0.0,0.3,0,5,12,0.888,CONTINUE_MINING
77.82472838902231,13,1.0,0.3,0,4,7,0.726,CONTINUE_MINING
29.50422069826853,5,0.0,0.2,0,7,4,0.673,GO_TO_CHARGE
83.14244229191628,23,0.0,0.3,1,3,14,0.997,GO_TO_CHARGE
70.28716389545534,12,0.9749279121818236,0.1,0,3,12,0.751,CONTINUE_MINING
38.24015062710781,22,0.0,1.0,1,4,14,0.303,GO_TO_CHARGE
81.43965934766,1,0.0,0.3,0,4,15,0.77,CONTINUE_MINING
99.5548609407931,5,0.0,1.0,1,2,6,0.046,CONTINUE_MINING
43.48920122948037,16,0.7818314824680299,0.1,1,3,7,0.045,GO_TO_CHARGE
14.075668097019323,10,0.7818314824680298,0.2,1,1,11,0.139,GO_TO_CHARGE
44.46592050357765,7,0.2225209339563144,0.3,0,3,13,0.775,GO_TO_CHARGE
76.32547250776062,23,0.0,0.3,0,3,12,0.334,CONTINUE_MINING
79.63103668614445,0,0.0,0.8,0,3,3,0.554,CONTINUE_MINING
66.04531563823195,4,0.0,0.1,0,2,8,0.852,CONTINUE_MINING
28.930958760291436,17,0.6234898018587336,0.3,1,4,8,0.609,GO_TO_CHARGE
59.6017625779841,20,1.2246467991473532e-16,0.2,0,1,3,0.477,GO_TO_CHARGE
27.13072475468983,7,0.2225209339563144,0.8,0,3,7,0.617,GO_TO_CHARGE
87.77695508970884,0,0.0,0.3,1,3,2,0.803,CONTINUE_MINING
65.12868922467408,20,1.2246467991473532e-16,0.5,1,3,9,0.333,CONTINUE_MINING
99.88625785192836,2,0.0,0.1,0,5,8,0.7,CONTINUE_MINING
28.29063268052299,20,1.2246467991473532e-16,1.0,0,10,7,0.61,GO_TO_CHARGE
12.564511533214594,23,0.0,0.1,0,4,12,0.187,GO_TO_CHARGE
19.698492224593352,15,0.9009688679024191,0.2,1,3,15,0.754,GO_TO_CHARGE
16.69693476929067,12,0.9749279121818236,0.8,0,1,10,0.877,GO_TO_CHARGE
39.18766102248653,3,0.0,0.8,0,5,4,0.599,GO_TO_CHARGE
84.31476012912833,22,0.0,0.3,1,5,8,0.068,CONTINUE_MINING
58.170066426988086,11,0.9009688679024191,0.8,0,9,2,0.151,CONTINUE_MINING
98.70986290078005,13,1.0,1.0,1,4,7,0.591,CONTINUE_MINING
92.91275481256496,19,0.2225209339563145,0.5,0,6,10,0.165,CONTINUE_MINING
83.40088054762111,1,0.0,0.5,0,4,8,0.853,CONTINUE_MINING
91.35495701087792,15,0.9009688679024191,0.8,0,4,7,0.484,CONTINUE_MINING
59.54863397646502,13,1.0,0.1,0,4,7,0.023,GO_TO_CHARGE
88.09359867977544,11,0.9009688679024191,1.0,0,4,6,0.673,CONTINUE_MINING
67.88337727010799,21,0.0,0.1,0,4,9,0.245,CONTINUE_MINING
85.58137562696031,16,0.7818314824680299,0.1,0,2,8,0.739,CONTINUE_MINING
61.98405781379517,13,1.0,0.8,1,6,15,0.906,GO_TO_CHARGE
85.32432340096433,11,0.9009688679024191,0.2,0,2,7,0.684,CONTINUE_MINING
48.06708861665136,20,1.2246467991473532e-16,1.0,0,6,6,0.183,GO_TO_CHARGE
23.3224679529104,4,0.0,0.2,1,2,3,0.278,GO_TO_CHARGE
87.60243932395585,17,0.6234898018587336,0.5,0,2,14,0.058,CONTINUE_MINING
82.56193976559403,20,1.2246467991473532e-16,0.1,1,3,11,0.216,CONTINUE_MINING
8.616581557057236,14,0.9749279121818236,0.2,0,5,11,0.733,GO_TO_CHARGE
58.30827960669816,4,0.0,0.2,1,5,7,0.52,GO_TO_CHARGE
29.233299162790164,15,0.9009688679024191,1.0,1,3,4,0.64,GO_TO_CHARGE
98.9948352077824,19,0.2225209339563145,0.2,1,3,5,0.447,CONTINUE_MINING
38.12749529292235,16,0.7818314824680299,0.5,0,2,8,0.527,GO_TO_CHARGE
81.71332945145014,20,1.2246467991473532e-16,1.0,0,3,10,0.898,CONTINUE_MINING
86.544931907256,5,0.0,0.3,0,7,1,0.338,CONTINUE_MINING
76.16431278514747,5,0.0,0.3,1,5,10,0.808,CONTINUE_MINING
53.78363724486384,23,0.0,0.5,0,4,1,0.691,GO_TO_CHARGE
43.694046451700245,20,1.2246467991473532e-16,0.3,0,3,7,0.063,GO_TO_CHARGE
23.535390971524375,18,0.43388373911755823,1.0,0,10,5,0.866,GO_TO_CHARGE
58.30333459409503,9,0.6234898018587335,0.1,1,9,13,0.615,GO_TO_CHARGE
76.52766162070293,4,0.0,0.5,0,3,8,0.253,CONTINUE_MINING
95.93294557267666,17,0.6234898018587336,1.0,0,0,10,0.086,CONTINUE_MINING
20.44180235008554,2,0.0,0.3,1,5,5,0.622,GO_TO_CHARGE
14.003947815487274,14,0.9749279121818236,1.0,0,3,7,0.616,GO_TO_CHARGE
80.98967233506168,15,0.9009688679024191,0.3,0,4,2,0.765,CONTINUE_MINING
63.310542351036226,12,0.9749279121818236,1.0,1,8,7,0.691,CONTINUE_MINING
98.29866367598997,7,0.2225209339563144,0.8,0,7,6,0.75,CONTINUE_MINING
14.821613691447638,16,0.7818314824680299,0.8,0,3,13,0.737,GO_TO_CHARGE
49.05211615028741,12,0.9749279121818236,0.5,0,10,10,0.293,GO_TO_CHARGE
9.663989424933188,1,0.0,1.0,1,2,9,0.728,GO_TO_CHARGE
94.94807308232659,1,0.0,1.0,1,3,8,0.268,CONTINUE_MINING
86.7716950377401,4,0.0,0.5,1,5,5,0.12,CONTINUE_MINING
63.488499642676175,13,1.0,0.5,1,3,8,0.864,CONTINUE_MINING
39.6915301694467,23,0.0,1.0,1,8,7,0.86,GO_TO_CHARGE
84.49921182321742,11,0.9009688679024191,0.2,1,5,18,0.136,CONTINUE_MINING
89.11025738965495,9,0.6234898018587335,0.5,0,6,8,0.634,CONTINUE_MINING
92.38854069599385,3,0.0,0.2,0,5,4,0.057,CONTINUE_MINING
28.71544079665515,6,0.0,1.0,0,8,3,0.685,GO_TO_CHARGE
68.8535227609447,10,0.7818314824680298,0.5,0,1,4,0.208,CONTINUE_MINING
42.4156747771391,19,0.2225209339563145,0.2,1,3,14,0.554,GO_TO_CHARGE
86.06109800293764,6,0.0,0.2,1,4,15,0.04,CONTINUE_MINING
99.29366302538278,13,1.0,0.2,0,0,16,0.864,CONTINUE_MINING
82.35814817726965,2,0.0,0.2,0,2,6,0.837,CONTINUE_MINING
6.66544686458602,15,0.9009688679024191,0.5,0,3,11,0.747,GO_TO_CHARGE
85.82228219024606,15,0.9009688679024191,0.1,1,6,8,0.241,CONTINUE_MINING
63.33074468537851,20,1.2246467991473532e-16,0.1,1,4,16,0.763,GO_TO_CHARGE
52.814744093647114,10,0.7818314824680298,0.3,1,2,3,0.268,GO_TO_CHARGE
58.67266795767614,22,0.0,0.1,0,2,4,0.517,GO_TO_CHARGE
25.691748660124784,23,0.0,0.2,1,4,15,0.149,GO_TO_CHARGE
56.81884379347686,11,0.9009688679024191,0.5,0,4,10,0.914,GO_TO_CHARGE
67.03144861602036,1,0.0,0.1,0,3,9,0.235,CONTINUE_MINING
57.60149060921489,11,0.9009688679024191,1.0,0,3,3,0.306,CONTINUE_MINING
44.467109955854355,5,0.0,0.1,0,3,7,0.422,GO_TO_CHARGE
86.93858822210638,8,0.4338837391175581,0.8,0,6,12,0.006,CONTINUE_MINING
6.043780852537283,19,0.2225209339563145,0.1,0,2,4,0.824,GO_TO_CHARGE
80.18359632356244,15,0.9009688679024191,0.1,0,6,9,0.73,CONTINUE_MINING
62.40278875476055,8,0.4338837391175581,0.8,1,5,7,0.453,CONTINUE_MINING
62.034056219364786,11,0.9009688679024191,1.0,0,3,6,0.269,CONTINUE_MINING
37.74513069128615,3,0.0,0.3,0,6,7,0.866,GO_TO_CHARGE
64.6611042498132,2,0.0,1.0,0,3,4,0.444,CONTINUE_MINING
65.6568060723684,19,0.2225209339563145,0.2,0,3,2,0.495,CONTINUE_MINING
21.663028945238523,22,0.0,1.0,0,0,4,0.861,GO_TO_CHARGE
15.43667219463246,12,0.9749279121818236,1.0,1,4,12,0.489,GO_TO_CHARGE
36.90041987630774,13,1.0,0.3,0,3,4,0.087,GO_TO_CHARGE
11.761447594995175,19,0.2225209339563145,0.5,1,2,10,0.645,GO_TO_CHARGE
20.67694708376913,19,0.2225209339563145,0.2,1,7,11,0.754,GO_TO_CHARGE
83.61859269240811,14,0.9749279121818236,0.8,0,1,8,0.156,CONTINUE_MINING
19.86078174504658,12,0.9749279121818236,1.0,0,5,11,0.392,GO_TO_CHARGE
25.780035978430597,2,0.0,0.2,0,0,19,0.921,GO_TO_CHARGE
71.55741130993674,9,0.6234898018587335,0.5,1,6,9,0.771,CONTINUE_MINING
22.55602074048959,23,0.0,0.2,0,2,3,0.886,GO_TO_CHARGE
98.87948886208612,15,0.9009688679024191,0.5,0,2,3,0.74,CONTINUE_MINING
41.75287172175616,3,0.0,0.1,1,8,3,0.052,GO_TO_CHARGE
52.46107712165509,13,1.0,0.1,0,1,6,0.1,GO_TO_CHARGE
